What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,,,,,,,What types of purchases are you involved in?,,,,,,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",,,,,,,,What type of project are you developing?,Which languages are you proficient in?,,,,,,,,,,,,,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),,,,,,,,,,,,,,,,,"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
United Kingdom,,30-34,11,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,,Recommender,,,,,,,,Software,,,,"<$10,000",,,,,,,,SaaS,,JavaScript,CSS,,,,,C#,C++,,,,,Windows 7,It pays the bills,"$40,000 - $60,000",,,,Other Smart Phone,,,,,,,,,,,Wii,,,<$100,Stack Overflow
Australia,,25-29,11,Software Products,Start Up (1-25),Desktop Application Developer,Once in a blue moon,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Enterprise,Java,,,,,,SQL,,,,,,VB6,Windows XP,I'm not happy in my job,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,,,,,,,,,iPod Touch,"$2,001-$3,000",Stack Overflow
Canada,,25-29,41435,Web Services,Mature Small Business (25-100),Server Programmer,Once in a blue moon,Influencer,Recommender,,,,,,,,Software,,Consultants,Other,,,,,,,,Don't know,SaaS,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,It pays the bills,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,Other netbook,,Xbox,,,,"$1,001-$2,000",Stack Overflow
Middle East,,30-34,41435,Software Products,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,,,C++,C,,,,Linux,I enjoy going to work,"$80,000 - $100,000",,Android,,,,,,,HDTV,,,Other netbook,,,,,,"$501-$1,000",Stack Overflow
United States of America,Massachusetts,35-39,11,Web Services,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,Influencer,,,,,,,,Servers,Software,,,,,,,,,,,Don't know,SaaS,Java,JavaScript,,,,Ruby,,,,,,,Scala,Linux,It pays the bills,"$120,000 - $140,000",iPhone,,,,,,,Blu-Ray,,,,,PS3,Xbox,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,35-39,11,Software Products,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,,,Android,,,,,,Blu-Ray,HDTV,,,,PS3,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,30-34,11,Software Products,Mid Sized (100-999),Database Administrator,It's been known to happen,Influencer,,,,,,,Hardware,Servers,,,Consultants,,,,,,,,">$150,000",,Other,Java,,CSS,PHP,Python,,SQL,,,C,Perl,,,Linux,I enjoy going to work,"$80,000 - $100,000",,,,Other Smart Phone,,,,,,,,,,,,,,$100-$250,Programmers Stack Exchange
United Kingdom,,35-39,11,Finance / Banking,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,20-24,41310,Education,Student,Student,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,,,C++,C,,,,Windows Vista,I enjoy going to work,Student / Unemployed,,,,,Regular Mobile Phone,,,Blu-Ray,,,,Other netbook,,,,,,<$100,Other
United States of America,Illinois,30-34,11,Other,"Fortune 1000 (1,000+)",IT Staff / System Administrator,It's been known to happen,Influencer,Recommender,,,,,,,Servers,Software,,,,,,,,,,,Don't know,Enterprise,Java,JavaScript,,,Python,,SQL,C#,,,,,,Windows 7,It pays the bills,"$60,000 - $80,000",iPhone,,,,,,,,,,,,,,Wii,,,"$1,001-$2,000",Server Fault
Mexico,,35-39,11,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,,Recommender,Approver,Purchaser,,,,,Servers,Software,,Consultants,,,,,,"$75,001 - $100,000",,,,SaaS,,JavaScript,CSS,,,,SQL,C#,C++,,,,,Windows 7,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,Kindle,,,HDTV,AppleTV,iPad,Other netbook,,Xbox,,Other gaming system,,"$1,001-$2,000",Stack Overflow
Other Europe,,30-34,11,Web Services,Mid Sized (100-999),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,"<$10,000",,,,,,,,Web Platform,Java,,,,Python,,,,C++,,,,,Linux,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,,,,,,,Other netbook,,,Wii,,,<$100,Stack Overflow
United Kingdom,,20-24,41310,Other,Mid Sized (100-999),IT Manager,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,"$100,001 - $150,000",,,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,,iPhone,,,,,,,,,,,,,,,,,$251-$500,Server Fault
Middle East,,30-34,41435,Software Products,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,"$501-$1,000",Stack Overflow
United Kingdom,,25-29,11,Other,Student,Student,Not in a million years,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,,,,,Ruby,,,C++,,,,lisp,Linux,So happy it hurts,Student / Unemployed,,Android,Blackberry,,,,,,,,,,,Xbox,,,,"$501-$1,000",Stack Overflow
Canada,,25-29,11,Web Services,"Other (not working, consultant, etc.)",Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,Windows 7,I'm not happy in my job,"$40,000 - $60,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,,,Wii,,,"$1,001-$2,000",Stack Overflow
Netherlands,,25-29,41310,Other,Mature Small Business (25-100),Embedded Application Developer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Other,Java,,,PHP,,,SQL,C#,,C,,,,Windows XP,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Minnesota,40-50,11,Other,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,,,,,,Don't know,SaaS,,JavaScript,,,,,SQL,C#,,,,,VB.Net,Windows 7,It pays the bills,"$100,000 - $120,000",iPhone,,,,,,,,,,iPad,,,,Wii,,,"$2,001-$3,000",Stack Overflow
Australia,,25-29,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,Servers,Software,,,,,,,,,,,Don't know,SaaS,,JavaScript,CSS,PHP,Python,,SQL,C#,,,,,,Mac OS X,So happy it hurts,"$60,000 - $80,000",iPhone,,,,,,,Blu-Ray,,,,,PS3,Xbox,Wii,,,"$2,001-$3,000",Stack Overflow
Netherlands,,40-50,11,Software Products,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,,,,,,SQL,C#,,,,,Delphi,Windows XP,I enjoy going to work,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,New York,25-29,41435,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,,,,,No Involvement,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,SaaS,,JavaScript,CSS,,,,SQL,C#,,C,,,Wasabi,Windows 7,So happy it hurts,"$100,000 - $120,000",,,,Other Smart Phone,,Kindle,,,HDTV,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,New York,35-39,11,Consulting,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,Check Writer,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,,Enterprise,Java,JavaScript,CSS,PHP,,,SQL,,C++,C,Perl,,Lisp,Windows XP,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,,,,,,,,,,Wii,Other gaming system,Jawbone,$100-$250,Stack Overflow
United States of America,Michigan,40-50,11,Consulting,Mid Sized (100-999),Systems Analyst,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,"$25,001 - $40,000",,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$120,000 - $140,000",,,,,,Kindle,,,,,,Other netbook,,Xbox,,,WP7 (lame not a selection),$251-$500,Stack Overflow
United States of America,California,40-50,11,Software Products,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,CSS,PHP,Python,,SQL,,C++,C,Perl,,,Windows 7,I enjoy going to work,"$120,000 - $140,000",iPhone,,,,,Kindle,,,,,,,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,Iowa,30-34,11,Other,Mid Sized (100-999),Embedded Application Developer,It's been known to happen,Influencer,Recommender,,,,No Involvement,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Other,Java,,,,Python,,,,C++,C,,,,Linux,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,,,,,,,Wii,,,$251-$500,Stack Overflow
Australia,,40-50,11,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,,,,,,,C#,,,,,,Windows 7,So happy it hurts,"$120,000 - $140,000",iPhone,,,,,,,,HDTV,,iPad,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
United States of America,Arizona,30-34,41435,Software Products,"Fortune 1000 (1,000+)",Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,SaaS,,JavaScript,CSS,,Python,Ruby,SQL,C#,,,,,,Mac OS X,I'm not happy in my job,"$60,000 - $80,000",,Android,,,,,,,HDTV,AppleTV,iPad,,,Xbox,,,,">$3,000",Stack Overflow
Other Europe,,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,PHP,,Ruby,SQL,,,,,,,Linux,I enjoy going to work,"<$20,000",,Android,,,,,,,,,,,,,,,PC,"$1,001-$2,000",Stack Overflow
France,,25-29,41435,Consulting,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,Windows XP,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,,,Xbox,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
United States of America,Colorado,< 20,41435,Other,Student,Student,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,Other,"<$10,000",,,,,,,,Other,Java,JavaScript,,,Python,,,C#,,,,,"VB.Net, F#",Windows 7,So happy it hurts,Student / Unemployed,,Android,,,,,,Blu-Ray,HDTV,,,,,,Wii,,,"$1,001-$2,000",Super User
United States of America,Minnesota,25-29,11,Other,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,,,Other,,,,,,,,Don't know,Web Platform,Java,JavaScript,CSS,PHP,,,SQL,,,,Perl,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,,,,Regular Mobile Phone,,,,,,,,,,,Other gaming system,,"$1,001-$2,000",Stack Overflow
United States of America,Michigan,35-39,41435,Consulting,Start Up (1-25),Web Application Developer,It's been known to happen,Influencer,Recommender,Approver,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,Nook,Blu-Ray,HDTV,,,Other netbook,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,35-39,11,Education,Mid Sized (100-999),Desktop Application Developer,,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,,,C++,,,,,Mac OS X,So happy it hurts,"$100,000 - $120,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,,,Wii,Other gaming system,,"$2,001-$3,000",Stack Overflow
United States of America,Wisconsin,35-39,11,Software Products,"Fortune 1000 (1,000+)","Executive (VP of Eng, CTO, CIO, etc.)",I run this place,Influencer,Recommender,Approver,,,,,Hardware,Servers,Software,,,,,,,,,,">$150,000",,Enterprise,,JavaScript,CSS,,,,,C#,,,,,,Windows 7,I enjoy going to work,">$140,000",iPhone,,,,,Kindle,,Blu-Ray,HDTV,AppleTV,iPad,,,Xbox,,,,">$3,000",Stack Overflow
United States of America,Washington,35-39,11,Software Products,"Other (not working, consultant, etc.)",Desktop Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,,,,,,,,C#,,,,,PowerShell,Windows 7,It pays the bills,Student / Unemployed,,,,,Regular Mobile Phone,Kindle,,,,,,,,,,,,"$501-$1,000",Super User
United States of America,Texas,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Linux,I enjoy going to work,"$20,000 - $40,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,Wii,,,$100-$250,Stack Overflow
United States of America,California,25-29,41435,Web Services,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,Android,,,,Kindle,,,HDTV,,,Other netbook,,,Wii,,,"$2,001-$3,000",Stack Overflow
United States of America,Illinois,30-34,11,Consulting,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,,,,,,,,,,Don't know,Mobile,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",iPhone,,,,,Kindle,,,,,,Other netbook,PS3,,Wii,,,"$1,001-$2,000",Stack Overflow
Other Europe,,30-34,11,Software Products,Mid Sized (100-999),Server Programmer,I run this place,Influencer,Recommender,,,,,,Hardware,Servers,Software,,,Other,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"<$20,000",iPhone,,,,Regular Mobile Phone,,,Blu-Ray,HDTV,,,,PS3,Xbox,Wii,Other gaming system,,"$501-$1,000",Stack Overflow
United States of America,California,30-34,41435,Web Services,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,,,,,,,,,,Perl,,,Mac OS X,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,,,,HDTV,,,,PS3,,,,,"$2,001-$3,000",Other
Canada,,20-24,41435,Other,Start Up (1-25),Web Application Developer,I run this place,,Recommender,,,,No Involvement,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,">$150,000",,Web Platform,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,Android,,,,,,Blu-Ray,HDTV,,,,PS3,Xbox,Wii,Other gaming system,,"$2,001-$3,000",Stack Overflow
Canada,,30-34,11,Other,Mid Sized (100-999),Manager of Developers or Team Leader,Unless it's stoopid it gets done,,Recommender,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,,,,"$25,001 - $40,000",,,,,,Enterprise,,,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$100,000 - $120,000",iPhone,Android,Blackberry,,Regular Mobile Phone,,,Blu-Ray,HDTV,,,,,Xbox,,,,"$2,001-$3,000",Stack Overflow
Other Europe,,35-39,41435,Software Products,Mid Sized (100-999),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,,,Software,,,,,,,,,,,Don't know,Enterprise,,,,,,,SQL,C#,C++,,,,,Windows XP,I enjoy going to work,"$40,000 - $60,000",,,,,,,,,,,,,,,,,,<$100,Stack Overflow
United States of America,Puerto Rico,30-34,41435,Other,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,JavaScript,,,,,SQL,C#,,,,,LabVIEW,Linux,I enjoy going to work,"$40,000 - $60,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,,,Wii,,,"$2,001-$3,000",Stack Overflow
India,,25-29,41310,Consulting,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,,,,,"$10,001 - $25,000",,,,,,,Enterprise,Java,,,,,,,C#,,,,,,Windows 7,It pays the bills,"$80,000 - $100,000",,,,Other Smart Phone,,,,,,,,,,,,,,"$2,001-$3,000",Stack Overflow
Other Europe,,35-39,11,Other,"Fortune 1000 (1,000+)",Server Programmer,It's been known to happen,Influencer,,,,,,,Hardware,Servers,,,,,,,,,,,,Don't know,Mobile,Java,JavaScript,,,Python,,,,C++,C,,,,Linux,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,,,HDTV,,,Other netbook,,Xbox,Wii,,,"$1,001-$2,000",Stack Overflow
United States of America,Colorado,35-39,11,Finance / Banking,Mid Sized (100-999),Manager of Developers or Team Leader,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,,,,,"$75,001 - $100,000",,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows XP,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,,,Blu-Ray,HDTV,,,,PS3,Xbox,Wii,,,"$501-$1,000",Stack Overflow
United States of America,Georgia,30-34,41435,Other,"Fortune 1000 (1,000+)",Other,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Other,Java,,,,,,,,,C,,,,Windows 7,FML,">$140,000",,,Blackberry,,,,,,,,,Other netbook,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41435,Education,Mid Sized (100-999),Desktop Application Developer,It's been known to happen,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Enterprise,,,,,Python,,,C#,,,,,,Windows XP,I enjoy going to work,"$40,000 - $60,000",,Android,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,35-39,11,Manufacturing,"Fortune 1000 (1,000+)",Desktop Application Developer,Unless it's stoopid it gets done,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Enterprise,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,,,,,,,,HDTV,,,,,,,,,<$100,Stack Overflow
United Kingdom,,25-29,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Mobile,,,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$40,000 - $60,000",,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,,,,,,$100-$250,Stack Overflow
Australia,,30-34,41435,Other,Mid Sized (100-999),Other,Once in a blue moon,,Recommender,,,,,,,Servers,,,,,"<$10,000",,,,,,,,Other,,JavaScript,CSS,,Python,,,,C++,C,,,,Linux,I enjoy going to work,"$60,000 - $80,000",,,,,,,,,,,iPad,,,,Wii,,,"$1,001-$2,000",Stack Overflow
United Kingdom,,30-34,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,So happy it hurts,"$100,000 - $120,000",iPhone,,,,Regular Mobile Phone,,,Blu-Ray,HDTV,,,,PS3,,,,,"$501-$1,000",Stack Overflow
United States of America,Texas,35-39,41435,Healthcare,"Fortune 1000 (1,000+)",Web Application Developer,Once in a blue moon,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,,,,,SQL,,,,,,,Windows XP,It pays the bills,"$80,000 - $100,000",,,,,Regular Mobile Phone,,,,HDTV,,,,,,,,,"$1,001-$2,000",Programmers Stack Exchange
United States of America,Oregon,30-34,11,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,,Software,"User Equipment: Monitors, PCs, Laptops",,,,"$10,001 - $25,000",,,,,,,Web Platform,,JavaScript,CSS,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$100,000 - $120,000",iPhone,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,PS3,,,,,">$3,000",Stack Overflow
Other Europe,,25-29,41435,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,CSS,,,Ruby,SQL,,,,Perl,,,Linux,I enjoy going to work,"$20,000 - $40,000",,,,Other Smart Phone,,,,Blu-Ray,HDTV,,,,,,,,,"$1,001-$2,000",Stack Overflow
Other Europe,,25-29,41310,Software Products,Start Up (1-25),Web Application Developer,It's been known to happen,,Recommender,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,SaaS,,JavaScript,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"<$20,000",,,,,Regular Mobile Phone,,,,,,,,,,,,,$100-$250,Stack Overflow
United Kingdom,,30-34,41435,Software Products,Start Up (1-25),Desktop Application Developer,Unless it's stoopid it gets done,Influencer,,Approver,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",,,"<$10,000",,,,,,,,Other,,,,,,Ruby,SQL,C#,,,,,Delphi,Windows 7,I enjoy going to work,"$60,000 - $80,000",iPhone,,,,,,,,HDTV,,,,,,Wii,,,$251-$500,Programmers Stack Exchange
Other Europe,,40-50,11,Finance / Banking,Start Up (1-25),Manager of Developers or Team Leader,I run this place,,,,Purchaser,,,,Hardware,Servers,Software,"User Equipment: Monitors, PCs, Laptops",Consultants,Other,,,,"$41,000 - $75,000",,,,,Enterprise,,,,,,,,,,,,,delphi,Windows XP,I enjoy going to work,"$120,000 - $140,000",,Android,,,,Kindle,,,HDTV,,,Other netbook,,,,,,"$2,001-$3,000",Stack Overflow
United States of America,Ohio,20-24,11,Web Services,Student,Student,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,Java,,CSS,,Python,Ruby,SQL,,,C,,,,Mac OS X,FML,Student / Unemployed,,Android,,,,,,,,,,Other netbook,,,,Other gaming system,,$100-$250,Stack Overflow
Other Asia,,40-50,11,Consulting,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,,,,,,,Hardware,Servers,,"User Equipment: Monitors, PCs, Laptops",,Other,,,,,,,">$150,000",,Mobile,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,C,Perl,,,Linux,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,,,,,,,,,,,,$251-$500,Stack Overflow
United States of America,Wisconsin,20-24,41310,Retail,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,Influencer,Recommender,,,,,,,,Software,,,,"<$10,000",,,,,,,,Enterprise,,JavaScript,CSS,PHP,Python,,SQL,C#,,C,,,,Windows 7,I enjoy going to work,"$80,000 - $100,000",,Android,,,,,,,,,,,,,,,,"$1,001-$2,000",Stack Overflow
United States of America,Ohio,30-34,41435,Software Products,"Fortune 1000 (1,000+)",Desktop Application Developer,It's been known to happen,Influencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,,,,,,No Involvement,,,,,,,,,,,,,,,,Web Platform,Java,JavaScript,,PHP,Python,,SQL,C#,C++,C,,,,Linux,It pays the bills,"<$20,000",,,,Other Smart Phone,,,,,,,,,,,Wii,,,$100-$250,Stack Overflow
Other Europe,,20-24,41435,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,,Recommender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,Virginia,35-39,11,Web Services,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,,,,,,,,,Software,"User Equipment: Monitors, PCs, Laptops",,,,,,,,,,Don't know,SaaS,,,,,,,SQL,,,C,Perl,,Shell,Mac OS X,I enjoy going to work,"$100,000 - $120,000",iPhone,,,,,,,,HDTV,,,Other netbook,,,Wii,Other gaming system,,$251-$500,Stack Overflow
India,,20-24,41310,Software Products,"Fortune 1000 (1,000+)",Other,Unless it's stoopid it gets done,,,,,,No Involvement,,,,,,,,,,,,,,,,Enterprise,,,,,,,,,C++,C,Perl,,,Linux,So happy it hurts,,,,,,,,,,,,,,,,,,,,Stack Overflow
United States of America,Kentucky,30-34,41435,Consulting,Mid Sized (100-999),Manager of Developers or Team Leader,Unless it's stoopid it gets done,Influencer,Recommender,,,,,,,,Software,,Consultants,,,,,,,,,Don't know,Enterprise,,,,,,,SQL,C#,C++,C,Perl,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,Android,,,,,,Blu-Ray,HDTV,,,,,Xbox,,,,">$3,000",Stack Overflow
United Kingdom,,40-50,11,Education,"Fortune 1000 (1,000+)",IT Manager,Unless it's stoopid it gets done,Influencer,Recommender,Approver,Purchaser,,,,Hardware,Servers,Software,,,,,,,,,"$100,001 - $150,000",,,Enterprise,,JavaScript,,,,,SQL,C#,,,,,,Windows 7,I enjoy going to work,"$60,000 - $80,000",,,Blackberry,,Regular Mobile Phone,,,,HDTV,,,,,Xbox,,,,$251-$500,Server Fault
